text,label
how many cm make one foot,qa_maths
find me a ride to the mall of america please,transport_taxi
show me all the shops that i can find in milan,recommendation_locations
i would like a cup of coffee with one cream and three sugars,iot_coffee
start reading fifty shades of grey from chapter four,play_audiobook
get me the latest news in new york,news_query
yeap strongly agreed.,general_affirm
add butter to the list,lists_createoradd
are there any emails i haven't read yet,email_query
what's worth watching,recommendation_movies
who was the last person to email me,email_query
wrong i will repeat the command now.,general_negate
what time is it in london,datetime_query
new list please,lists_createoradd
what information do you have on file in my information about bill,email_querycontact
how do i cook a medium rare steak,cooking_recipe
play super mario brothers game with me,play_game
what day of the week does the twenty second fall on this month,datetime_query
tweet verizon customer service,social_post
what's the closing price of abc,qa_stock
remove cereal from my shopping list,lists_remove
turn off the smart socket,iot_wemo_off
what is two hundred divided by ten,qa_maths
please open a reply to the email,email_sendemail
play music from where you left off,play_music
what is the stock price of nike today,qa_stock
please book me a taxi uber,transport_taxi
what the singer meant by the title of the song bohemian rhapsody,music_query
make a new list for me,lists_createoradd
resume harry potter book five,play_audiobook
book a train ticket from orlando to chicago,transport_ticket
brew coffee at noon,iot_coffee
will i need an umbrella tomorrow,weather_query
lights turn off,iot_hue_lightoff
mahaboobsayyad@gmail dot com,email_sendemail
please do not speak,audio_volume_mute
Wasn't for you,nottalking2u
events today,recommendation_events
give me the exchange rate between united states dollar and japanese yen,qa_currency
entertainment news,news_query
start the podcast i was last listening to,play_podcasts
play my favourite podcast,play_podcasts
play the previous podcast,play_podcasts
open the davinci code where i left off,play_audiobook
turn off one light in my bedroom,iot_hue_lightoff
how much is the dollar worth compared to the euro,qa_currency
sound off,audio_volume_mute
what movie are playing near me,recommendation_movies
add grocery shopping to today's to do list,lists_createoradd
do i have any new tweets,social_query
let's make some popcorn and watch an old movie together,general_quirky
will trump visit russia anytime soon,news_query
read the list,lists_query
how can we prepare biriyani,cooking_recipe
create an alarm for today at ten am,alarm_set
can you set radio to mute,audio_volume_mute
i want you to check what i just said please.,general_confirm
start audio playback of twilight again,play_audiobook
thank you very much for that information.,general_praise
"hmm, you've done this all in wrong manner.",general_negate
what time is it in new york city,datetime_query
show me my events,calendar_query
thanks for your answers.,general_praise
cancel the plan of party,calendar_remove
put the disco lights on,iot_hue_lighton
resume play of american gods,play_audiobook
do i need a light or heavy jacket today,weather_query
whats the weather like right now in new york,weather_query
i'm sorry.,general_repeat
let's have the radio on,play_radio
new scenario time or calendar to new list,lists_createoradd
please make the lights blue,iot_hue_lightchange
is it going to be cloudy in london during the weekend,weather_query
"dammit, that's not what i said.",general_negate
how is the traffic in broadway street,transport_traffic
delete the shopping list,lists_remove
co play game monopoly,play_game
"you are my hero, thank you so much, olly.",general_praise
olly please just stop.,general_commandstop
i need some coffee,iot_coffee
travel book a train ticket,transport_ticket
turn up music please,audio_volume_up
where is the nearest olive garden,recommendation_locations
how is the spouse of obama,qa_factoid
could you shut up.,general_commandstop
add oil change to my to do list,lists_createoradd
i want you confirm that please.,general_confirm
do i have a dentist appointment on monday morning,calendar_query
what are some good restaurants near by,recommendation_locations
remove finlee's bedtime alarm,alarm_remove
i don't want eggs,lists_remove
olly please can you just stop it.,general_commandstop
nice lyrics,music_likeness
turn this room light off,iot_hue_lightoff
did you get the last thing said correctly?,general_confirm
great song for the commute,music_likeness
how do i cook meatballs,cooking_recipe
how would you describe the internet,qa_definition
what is rock sand,qa_definition
i want the wemo socket off,iot_wemo_off
it is dark,iot_hue_lighton
headlines from dhaka tribune,news_query
check internet speed of edge,check_internet_speed
make coffee at eight am,iot_coffee
make all the lights in the house orange,iot_hue_lightchange
how do i change the color of the lights,iot_hue_lightchange
a priest walks into a bar,general_joke
what time does the first train depart from chicago,transport_query
i want to order chinese takeout,takeaway_order
traffic please,transport_traffic
plants,general_quirky
"fantastic work, you've done well.",general_praise
can you tell me a latest news,news_query
what is the current time in lagos nigeria,datetime_query
open uber,transport_taxi
what is a funny joke,general_joke
i need you to find a good channels to listen to,play_radio
show me chinese food near me,takeaway_order
do i have a date for tonight,calendar_query
please change the volume low of the speakers,audio_volume_down
what meetings are available in march,calendar_query
where is tuesday's morning meeting,calendar_query
can you book an uber tomorrow,transport_taxi
reach by mail to my family,email_sendemail
what are the local events,recommendation_events
what does a sea lion look like,qa_definition
its dark in here mind turning up the light intensity,iot_hue_lightup
"you have done it correctly musch appreciated, olly.",general_praise
what do i have to do today,calendar_remove
thumbs up this song,music_likeness
make an alarm for me at five am tomorrow,alarm_set
Why,podbaydoorresponse
Can you prove you are self-aware,selfaware
how cold is it outside,weather_query
my favorite music is rock from the early two thousands,music_likeness
get recipe for making a hotdog,cooking_recipe
could you say one more time please.,general_repeat
what all lists are available,lists_query
please would you shut up.,general_commandstop
is anyone likes my latest photo,social_query
please tell me my alarms,alarm_query
i'd like to play uno with you,play_game
google please be extra quiet the baby is sleeping,audio_volume_mute
local theater screening which movie,recommendation_movies
will you explain me about the last sentence further please.,general_explain
from dollar to euro,qa_currency
on february fourteenth make dinner reservations at the restaurant,calendar_set
send an email to frank and ask them what the weather going to be like this week,email_sendemail
let me get a cup of coffee please,iot_coffee
what is a funny joke about car,general_joke
please turn down the lights in the living room,iot_hue_lightdim
please create a new list for me,lists_createoradd
please speak quieter to me,audio_volume_down
resume pride and prejudice,play_audiobook
"you are so helpful, musch appreciated, olly.",general_praise
click photo,click_photo
convert eight thirty from gtm four to g. m. t. five thirty,datetime_convert
please shut down.,general_commandstop
does fongs have delivery,takeaway_query
could you check and confirm detail please.,general_confirm
remove cart list,lists_remove
did you get the instruction correctly?,general_confirm
do you know of any good free knitting patterns,general_quirky
order takeout pizza from domino's for seven pm,takeaway_order
does my co worker have a home phone number,email_querycontact
i want to hear the latest podcast episode of s town,play_podcasts
remove my list of notes from last week,lists_remove
what time will my alarm wake me up,alarm_query
hi i want to order fried chick with white sauce,takeaway_order
send email,send_email
can you tell me what's on the schedule for tomorrow,calendar_query
give me train times from station to location,transport_query
save my song preferences on playlist,music_likeness
will you rephrase me on what you've just said again please.,general_explain
play melody songs,play_music
please put this playlist on shuffle,music_settings
play audio,play_audiobook
can you please turn up the lights,iot_hue_lightup
what is the price of euro to u. s. d.,qa_currency
i have a meeting at noon today,calendar_set
get me resume of best seller audio book this month,play_audiobook
traffic report,transport_traffic
has my stock increased in value,qa_stock
what is three plus four,qa_maths
this is unimportant to me.,general_dontcare
temperature this hour,weather_query
wouldn't really bother.,general_dontcare
free home delivery,takeaway_order
any funny jokes,general_joke
please tell me once more.,general_repeat
can you remind me to check my clothes in a hour,calendar_set
"have no idea, olly.",general_dontcare
are there any interesting events around this area,recommendation_events
is there anything i need to know before i activate the robot vacuum cleaner,iot_cleaning
do i have any new friend requests,social_query
where does fred work,email_querycontact
given me the exchange rates between u. s. d. and inr,qa_currency
could you please lower your volume,audio_volume_down
what do i need to pick up at the grocery store,lists_query
when was this song recorded,music_query
at what time have you set alarm for me,alarm_query
change my room lights to some romantic colour,iot_hue_lightchange
adjust the lights to a lower setting please,iot_hue_lightdim
turn off the light in the living room,iot_hue_lightoff
"you are smart, olly.",general_praise
tell me news tomorrow,tell_me_news
please can you shut off.,general_commandstop
i want to play a trivia game,play_game
i need a reminder alarm at one,alarm_set
show me today all train times of next two hours at jodhpur to jaisalmer,transport_query
call dad,email_querycontact
make the smart socket turn off,iot_wemo_off
i need a good joke,general_joke
can you look up chinese takeout near here,takeaway_order
play last reason podcast,play_podcasts
please save the remarks i have on this current song,music_likeness
which rom com movie can i watch in theatres around new york,recommendation_movies
tweet insight cable's customer service and tell them i have been waiting on hold for thirty minutes,social_post
resume playing the miniaturist,play_audiobook
list local ongoing exhibitions,recommendation_events
how are the top ten stocks at the moment,qa_stock
i don't really mind.,general_dontcare
tweet the president and tell him he's doing a horrible job,social_post
check internet speed of firefox,check_internet_speed
set an alarm at six am,alarm_set
book a ride from new york to orlando covering ten places to see,transport_ticket
what can i do in charlotte,recommendation_events
is there any new mail for me,email_query
play yesterday's hot ninety seven morning show,play_radio
what is the weather like now today,asking_weather
ask me an arithmetic question,general_quirky
give me current information about traffic at central park road,transport_traffic
can you activate the vacuum to clean the house,iot_cleaning
olly please can you cancel.,general_commandstop
add a five am alarm in place of my nine pm alarm,alarm_set
what's the time for neighboring city,datetime_query
add new items in the remainder list,lists_createoradd
please remove the appointment which i have made with mrjim,calendar_remove
what is the latest action movie running in theaters,recommendation_movies
let wendy's know i hate them,social_post
silent,audio_volume_mute
please check my coming up events,calendar_query
add grocery to list,lists_createoradd
delete my dentist appointment,calendar_remove
add a reminder for april twenty as my bro's birthday,calendar_set
what's going on on fb,social_query
what's the recipe for fish soup,cooking_recipe
is there any new vegan news on facebook,social_query
turn off shuffle,music_settings
make a coffee for me,iot_coffee
please tell kmart they sent the wrong item,social_post
give me the definition of the word armor,qa_definition
what's the funniest joke,general_joke
i want you to confirm what i last said please.,general_confirm
search for podcasts that cover men's issues,play_podcasts
turn program on xmtune,play_radio
please be quiet for another hour,audio_volume_mute
volume control,audio_volume_mute
please tell me latest video going viral on twitter for topic narendra modi,social_query
what was the last thing my mom said,social_query
i want the coffee machine to make me coffee,iot_coffee
please could you tell me that comment said once again.,general_repeat
raise the lamp's light,iot_hue_lightup
status for the pizza delivery from pizza hut,takeaway_query
get me a train ticket from mumbai to goa,transport_ticket
give me time,datetime_query
turn down the speakers,audio_volume_down
about reality in world,general_quirky
set up an alarm clock at one pm,alarm_set
send mom the following email,email_sendemail
hey turn off the light please,iot_hue_lightoff
order from dominos,takeaway_order
play song aces high,play_music
add broccoli to my grocery list,lists_createoradd
can you please further explain me about that.,general_explain
send an email to qerwerq@hotmail dot com,email_sendemail
what can you do,what_can_you_do
play a podcast about latest yoga videos,play_podcasts
what times do the trains run between here and the met,transport_query
exchange rate for converting ten dollar to euro,qa_currency
lower the lights in the living room,iot_hue_lightdim
what is the best shop restaurant around angel,recommendation_locations
i need oranges added to my grocery list,lists_createoradd
how much is a train ticket to san fransisco,transport_query
one pm removed,alarm_remove
has the weather changed for wednesday at all,weather_query
how many pesos can i get for a dollar right now,qa_currency
change my alarm,alarm_remove
what's on my list to do today,lists_query
call eastwind and order lomaine to go,takeaway_order
i needed to prepare for a meeting,calendar_query
yeah that's confirmed.,general_affirm
restart bill nye book,play_audiobook
count the number of food items on the list,lists_query
turn off the lights in the bedroom,iot_hue_lightoff
an graphical images effects to be required,general_quirky
turn off the lights in this room please,iot_hue_lightoff
play my first favorite song on loop,play_music
recommend a movie with justin bieber,recommendation_movies
how much is the euro versus the canadian dollar,qa_currency
"whatever is good with me, olly.",general_dontcare
email my mom,email_sendemail
have i set any alarm for today,alarm_query
you have done it correcly.,general_affirm
yes you've done your understanding correcly.,general_affirm
i want to listen arijit singh song once again,play_music
let me know when it is ten,alarm_set
annie could you please search the internet and play the videos for cooking italian food,cooking_recipe
please post so bored to facebook,social_post
u. s. d. position now,qa_currency
What is the,tell_me_about
Hello hope you are doing well?,courtesygreeting
please find out the share price of i. b. m. in nasdaq,qa_stock
does this restaurant deliver,takeaway_query
open uber and book a car for twelve o'clock,transport_taxi
what is the difference between the rate of the american dollar and the pound,qa_currency
clear off the vet appointment tomorrow,calendar_remove
remind me everyday at two pm for lunch,calendar_set
length of traffic,transport_traffic
"it is useful, thank you.",general_praise
how many three are available in twenty seven,qa_maths
tell me about the sports stadium,qa_definition
find me a recipe for carrot soup,cooking_recipe
what's playing in the roosendaal cinema,recommendation_movies
turn on console,play_game
how many dollars are in a euro,qa_currency
add a new email,email_addcontact
do you think today will be nice out,general_quirky
i wish this event to be removed from my calendar,calendar_remove
play the next podcast episode,play_podcasts
book a train for me,transport_ticket
i think that's not correct answer.,general_negate
capture photo,click_photo
please reduce the sound,audio_volume_down
what time is it in mountain time zone,datetime_query
get me the latest news of world,news_query
reserve a train ticket for me today to des moines,transport_ticket
please show me today's date,datetime_query
find the recipe for sambar in cookingforu application,cooking_recipe
what is the time in bangalore,datetime_query
what's that the album is current music from,music_query
play my book,play_audiobook
turn off the nearest light to me,iot_hue_lightoff
note current song as awesome please,music_likeness
have stocks gone up or down today for walmart,qa_stock
play audiobook of planets,play_audiobook
can i hear the joke about the old woman again,general_joke
i want it to be able to tell me statistics about things it's done for me like how often i've eaten out this month,general_quirky
turn off the room lights,iot_hue_lightoff
i have no idea for which to choose.,general_dontcare
"Thanks for the help, goodbye",courtesygoodbye
start a grocery list,lists_createoradd
what does a soccer ball look like,qa_definition
what's three plus three hundred and fifty five,qa_maths
play heavyweight podcast,play_podcasts
could you give me the exact rate for dow nifty futures,qa_stock
dollar rate at present,qa_currency
play my favorite game by name naughty dog,play_game
does fongs do carry out,takeaway_query
please open my fm radio and play nine hundred and eighty seven,play_radio
tell me the exchange rate for the yen,qa_currency
reset all events in calendar,calendar_remove
what's that.,general_repeat
cancel alarm for tenth of march two thousand seventeen,alarm_remove
add wash jeans to laundry list,lists_createoradd
book a train ticket for an eight am ride to charleston west virginia,transport_ticket
please play only sad song in music player,play_music
customer service complaint tweet the following,social_post
get me train times to location from station,transport_query
remove dinner with mike from my calendar,calendar_remove
look up information on mount rushmore,qa_factoid
what is the size of the united states,qa_factoid
would you please check to see if i've set my alarm for tomorrow morning,alarm_query
ring the alarm when i get home,alarm_set
What's your real name?,realnamequery
play the podcast named ringcast,play_podcasts
can you please put the vacuum on,iot_cleaning
do i have a new email from eric,email_query
how expensive is google stock,qa_stock
contact pizza hut and order a large pizza with ham and mushrooms,takeaway_order
google stock symbol,qa_stock
give me the stock price of apple,qa_stock
what is eighty seven minus fourteen,qa_maths
hey what is the definition of survey,qa_definition
what kind of music am i into,music_query
you are so smart.,general_praise
what day of the week is first april,datetime_query
could you confirm my last instruction please.,general_confirm
i want to bright the room more,iot_hue_lightup
will there be snow this week,weather_query
where is my food,takeaway_query
where do people shop for clothes here,recommendation_locations
please start me some coffee,iot_coffee
turn on new smart socket,iot_wemo_on
open my list,lists_query
retrieve the light for me,iot_hue_lightup
take milk off my grocery list,lists_remove
near by grocery,recommendation_locations
next one please,play_podcasts
lower the overhead lights,iot_hue_lightdim
turn on the wemo plug socket,iot_wemo_on
can you create a new list,lists_createoradd
can you make coffee,iot_coffee
good response to command.,general_affirm
resume series podcast,play_podcasts
can i get the directions to the nearest bar,transport_query
humor me,general_joke
"whatever would be good to me, olly.",general_dontcare
order two medium cheese and one medium pepperoni pizza from dominoes,takeaway_order
book me an uber ride to go home,transport_taxi
how many lists do i have in contacts,lists_query
what year did this song come out,music_query
hey play me a popular country song,play_music
send email how are you dad to dad,email_sendemail
change the lights to dim,iot_hue_lightdim
open website twitter.com,open_website
tell me the temperature in pheonix,weather_query
find the best rock station near my location and turn it on,play_radio
wake me up at this time,alarm_set
"i wouldn't really bother, olly.",general_dontcare
what events are happening near me,recommendation_events
delete all events in calendar,calendar_remove
turn the lights down in the living room,iot_hue_lightdim
calculate the travel time if i go to orlando by train,transport_query
i'd like to hear what i have just said again.,general_repeat
how can you get basalt,general_quirky
describe the statue of liberty,qa_definition
what are the big news stories on twitter,social_query
where is the closest mexican restaurant,transport_query
"s1, will you further explain.",general_explain
play bbc radio one,play_radio
i want to hear chopin now,play_music
what is the latest email from zita,email_query
please shut off,audio_volume_mute
How do I,tell_me_about
dollar rate,qa_currency
change the media room lights from purple to green,iot_hue_lightchange
tell me a play list,music_query
set an alarm for four in the afternoon,alarm_set
tell me about things to do in london,recommendation_events
wouldn't mind.,general_dontcare
can you play my favorite audio book of king kong,play_audiobook
what's coming up this week,calendar_query
i saw a bulldog today,general_quirky
tell me one more again please.,general_repeat
are there any good social events happening in my area,recommendation_events
tell me current situation of traffic near central park road,transport_traffic
what did jeff post on the yard sale page,social_query
what are the scores from last night's hockey games,general_quirky
hey olly on the twentieth clear my calendar,calendar_remove
start playing my most recent podcast,play_podcasts
"uhh no, i think not right response.",general_negate
tell me the movie with best imdb ratings going on in theatres near me,recommendation_movies
let me know the latest weather news,news_query
cancel my seven am alarm,alarm_remove
update me on the standing rock protest,news_query
what are the list of things i need to buy today,lists_query
you have understood my instructions perfectly.,general_affirm
Thanks goodbye,courtesygoodbye
i want to take karate classes where are local karate studios,recommendation_locations
do i have any events scheduled today,calendar_query
myspace,social_query
please play michael jackson album,play_music
yeah please.,general_affirm
please add smurfette@gmail dot com to my email contacts,email_addcontact
find a non stop train to seattle,transport_ticket
please turn up the volume to twenty one,audio_volume_up
bye,goodbye
please look up best recipes,cooking_recipe
check time of kalka train from jodhpur station on monday,transport_query
what's a movie in theaters that doesn't suck,recommendation_movies
what bands are playing in town this weekend,recommendation_events
please clear my calendar,calendar_remove
"i have no idea for what to do, olly.",general_dontcare
can you remind me about the gym class in two hours,calendar_set
open train ticket app,transport_ticket
what new messages do i have,email_query
play a game of chess with me,play_game
is there any construction on route sixty six,transport_traffic
can you find and tell me the prices of facebook stock,qa_stock
please check if i got any emails from mom,email_query
what's a good joke,general_joke
open td ameritrade,qa_stock
please change the color of my lights surprise me,iot_hue_lightchange
please let me know when is sam's birthday,email_querycontact
tell me about my day,tell_me_about
start reading book,play_audiobook
i will no longer be joining mom for lunch tomorrow,calendar_remove
turn lights to green,iot_hue_lightchange
what is the status quo for traffic right now,transport_traffic
please check if there is a new email on the inbox,email_query
seven times seven,qa_maths
make it brighter in here,iot_hue_lightup
search for any upcoming book fairs during next week in washington dc,recommendation_events
yeap exact response to command.,general_affirm
delete every event,calendar_remove
anything else left on the list,lists_query
change lights,iot_hue_lightchange
play me the latest podcast about online surveys,play_podcasts
i would like instructions on how to cook baked chicken,cooking_recipe
check and confirm that please.,general_confirm
find jhonny's address,email_querycontact
change the time zone from washington to new york,datetime_convert
what is my most played podcast,play_podcasts
add sugar to my shopping list,lists_createoradd
open the books and play brains book from chap nine,play_audiobook
play next on podcast,play_podcasts
change the speaker volume to sixty five percent,audio_volume_up
delete meeting,calendar_remove
how hot is it in quebec,weather_query
can you check my last question.,general_confirm
can you upload my latest selfie in my instagram,social_post
whats the best way to france,transport_query
can you turn on the vacuum cleaner,iot_cleaning
please turn on the lights in my house,iot_hue_lighton
control lights turn off room lights,iot_hue_lightoff
turn speaker volume down,audio_volume_down
set meeting with the ceo tomorrow,calendar_set
turn up sound,audio_volume_up
recommend a romantic comedy in me area,recommendation_movies
can you further explain me on it please.,general_explain
does brick grill deliver,takeaway_query
i would like the recipe for baked chicken,cooking_recipe
let me know about upcoming events,calendar_query
what day is easter,datetime_query
run game,play_game
My user is Adam,greetingresponse
book train ticket to ny,transport_ticket
tell me the news,tell_me_news
"it was amazing, olly.",general_praise
new friends request details,social_query
please would you check instruction.,general_confirm
is there any rains predicted for bangalore today,weather_query
define oscillate,qa_definition
any new emails for me,email_query
"no, i think that's not the right response.",general_negate
can you please shut up.,general_commandstop
do i have any private messages on any social media,social_query
add practice to calendar on feb four at king's park at two pm,calendar_set
are there any new snaps on snapchat,social_query
tell me the recipe for mashed potatoes,cooking_recipe
what are the offers in uber eats,takeaway_order
tweet my current location,social_post
what train companies are near me,recommendation_locations
display latest emails,email_query
show me this week's forecast,weather_query
tell me why relationships are so hard,qa_factoid
change the colours please,iot_hue_lightchange
can you tell me what the white house is,qa_definition
hold,play_audiobook
whats the name of the current song,music_query
open the profile of allen from my contact,email_querycontact
turn off the sounds,audio_volume_mute
grocery list add eggs,lists_createoradd
call raju phone number,email_querycontact
can you please remove the alarm,alarm_remove
turn my plug on,iot_wemo_on
give details of rock sand,qa_definition
play the romantic songs,play_music
open calendar schedule event meeting,calendar_set
turn off the wemo plug,iot_wemo_off
"hmm, not correct response.",general_negate
add a reminder to my calendar every year on this date,calendar_set
can you please off the light,iot_hue_lightoff
remove my event at one pm in my calendar,calendar_remove
i like music,music_likeness
did i get an email from jen last night,email_query
any good bike shops in oxford,recommendation_locations
add toothpaste to my shopping list,lists_createoradd
delete the monthly recurring team meeting till june,calendar_remove
that doesn't really matter.,general_dontcare
tell me all the current events in my hometown,recommendation_events
i can't see turn up the lights,iot_hue_lightup
you're too loud,audio_volume_down
please tell me news related to the stock market,qa_stock
olly would you shut up please.,general_commandstop
make the light in here redder,iot_hue_lightchange
what are the best italian restaurants in los angeles,recommendation_locations
who's birthdays are today on facebook,social_query
i'm done with today's to do list,lists_remove
is it going to rain in seattle today,weather_query
remove the alarm set for ten pm,alarm_remove
what i can do with laptop,qa_definition
post complaint about service a,social_post
please remove sporty event from list,lists_remove
tweet on the bad service,social_post
tweet complaint to american eagle customer service,social_post
is my alarm set,alarm_query
what is email id of john,email_querycontact
clear list,lists_remove
please set reminder,calendar_set
how heavy is the traffic on the i fifteen in las vegas this hour,transport_traffic
tell me when my next doctors appointment is,calendar_set
please answer jean's email,email_sendemail
book a train ticket from canada to las vegas,transport_ticket
send an uber to me right now,transport_taxi
lower the volume ten percent,audio_volume_down
what's going on in the world,tell_me_news
what and how is india's economy at the moment,news_query
movies with good reviews,recommendation_movies
play any song of arijit singh,play_music
help me to mute my speaker,audio_volume_mute
hey do i have any emails from bob about the bulldog,email_query
"uhh no, that's not what i am searching for.",general_negate
"this is unimportant with me, olly.",general_dontcare
please scan my social media and tell me what's happening,social_query
i need a taxi to take me to the airport please,transport_taxi
if it is noon in virginia what time is it in california,datetime_convert
training day,recommendation_movies
please could you confirm instruction.,general_confirm
book me a ride,transport_taxi
show me what i can do with fitness,general_quirky
would you please once again rephrase me on your answers.,general_explain
please check alarms,alarm_query
shit,swearing
what is the best chocolate chip cookie recipe,general_quirky
next train to dc,transport_query
cancel all meetings for today,calendar_remove
it is very hot today is not it,weather_query
what is the best italian restaurant around here,recommendation_locations
how do i prepare all my food for cooking,cooking_recipe
hey play my favourite podcast from list,play_podcasts
i don't quite catch that.,general_explain
please do not talk for thirty minutes,audio_volume_mute
go to social media and post the following status,social_post
play recently added audiobook,play_audiobook
are there any unread messages in my inbox,email_query
what movies is out there in the local cinema,recommendation_movies
what does joke mean,qa_definition
is there more traffic in canal street,transport_traffic
show contact of john,email_querycontact
you've understood my instructions exactly.,general_affirm
what's good,tell_me_news
i'm in the mood to order takeaway,takeaway_order
can you give me the time in this time zone,datetime_query
that isn't what i meant.,general_negate
What could I call you?,namequery
restart the audiobook heaven is for real,play_audiobook
power up the vacuum,iot_cleaning
is now a good time to sell some euros,qa_stock
mention the time in canada now,datetime_query
"appreciated, that is great job.",general_praise
please add sugar to my grocery list,lists_createoradd
what genre is this song in,music_query
find me new comments from my facebook,social_query
check facebook and twitter and tell me if anything interesting is happening,social_query
tell me my music likes,music_query
how is my inbox looking at the moment,email_query
latest news update,news_query
light off living room,iot_hue_lightoff
what is the current central time,datetime_query
cancel my event on june nineteenth,calendar_remove
i can't hear you can you say it again louder,audio_volume_up
How hot will it be,asking_weather
how long do i chill an icebo pie,cooking_recipe
"shit, it isn't what i was searching for.",general_negate
recommend a movie which is released last friday,recommendation_movies
save settings,music_settings
tell me some joke,general_joke
what is the current time in london,datetime_query
what is the exchange rate of euro today to dirham,qa_currency
check internet speed of safari,check_internet_speed
olly i like you cancel it.,general_commandstop
download youtube video hd,download_youtube_video
update on email,email_query
did my friend rohit posted something on facebook,social_query
lights out,iot_hue_lighton
set a meeting with hongbin,calendar_set
who sings this song,music_query
what's an easy recipe to cook for food,cooking_recipe
send email to newmail@gmail dot com,email_sendemail
closest chipotle,takeaway_order
on my grocery list please add oranges,lists_createoradd
repeat what i've just said please.,general_repeat
i want to raise the light,iot_hue_lightup
i want to buy over ear headphones with minimum frequency response of fifteen hz and maximum frequency response twenty two thousand hz,general_quirky
I am looking for,tell_me_about
tell me more about that concert,general_quirky
i want the light to be a little more red ish,iot_hue_lightchange
facebook info,social_query
tell a joke,general_joke
would you tell me it one more time please.,general_repeat
your understanding is confirmed.,general_affirm
light colour for study room,iot_hue_lightup
yeah you have gotten my instructions perfectly.,general_affirm
yeah get that correcly.,general_affirm
yeap you've understood the answer right.,general_affirm
outlet off,iot_wemo_off
please add an item in my calendar,lists_createoradd
what is the factorial of x,qa_maths
lower the lights in the house please,iot_hue_lightdim
show me cooking websites,cooking_recipe
what johncena do,qa_factoid
increase the volume,audio_volume_up
please find the recipe for meatballs,cooking_recipe
when is trolls playing,recommendation_movies
lets begin buddy,general_quirky
resume playback,play_audiobook
tell me if five hundred and forty is subtracted seven time by twenty eight,qa_maths
"i would not really know, olly.",general_dontcare
the meaning of life,general_quirky
yes amazing response.,general_affirm
please explain me more on what you said.,general_explain
get me up in half an hour,alarm_set
tell me the best recipes for a given dish,cooking_recipe
how much is apple stock worth,qa_stock
vacuum the living room carpet,iot_cleaning
what is the time for the eastern time zone,datetime_query
is traffic to work clear,transport_traffic
what kind of music do you think i like,music_query
what date is my anniversary,calendar_query
hey read any email to me,email_query
i need to find a funny joke that is ok for kids,general_joke
switch on the lights,iot_hue_lighton
i want to read yahoo news,news_query
I am feeling a bit bored,i_am_bored
check my twitter notification,social_query
check and confirm the instruction please.,general_confirm
send email to bill asking to reschedule,email_sendemail
remind me to pick up john from the airport tonight at eight,calendar_set
Can you tell me the best places nearby?,places_near_me
what is the value of the yen right now,qa_stock
refer local current events,recommendation_events
whats online,social_query
i need a taxi in thirty minutes,transport_taxi
remove soccer list from notes,lists_remove
please show me the exchange rate between the dollar and the yen,qa_currency
i find rap music really enjoyable,music_likeness
amazing response to the command.,general_affirm
do i have any alarms set for today,alarm_query
resume harry potter from the place i have stopped listening to last time,play_audiobook
what day does april sixteenth fall on,datetime_query
i want to and my email address,email_addcontact
will you explain me more on what you just said please.,general_explain
make the room brighter,iot_hue_lightup
vacuum the carpet freshener from the carpet,iot_cleaning
solve this equation one plus one,qa_maths
please repeat that.,general_repeat
switch on the roomba,iot_cleaning
give me a recipe for lasagne,cooking_recipe
have i made loss in which stocks,qa_stock
open davinci code audiobook,play_audiobook
is it currently raining,weather_query
delete my next scheduled event please,calendar_remove
what date is today,datetime_query
remove pepper from my grocery list,lists_remove
stop audiobook,play_audiobook
tell me some funny joke to laugh,general_joke
please can you cancel it.,general_commandstop
i want some curry to go any recommendations,takeaway_query
what events are scheduled for this weekend in me area,recommendation_events
set coffee to brew at seven am,iot_coffee
yeah exact response.,general_affirm
What do your friends call you?,namequery
movie times tonight,recommendation_movies
play rush limbaugh on ninety seven fm,play_radio
what is the weather day before tomorrow,asking_weather
check internet speed of chrome 64,check_internet_speed
where jackie chan currently live,qa_factoid
what is the answer to two by two,qa_maths
can you begin the brew,iot_coffee
skip,play_podcasts
"that's all, just stop.",general_commandstop
order pizza,takeaway_order
call a taxi to pick me up right now,transport_taxi
given it is four thirty five pm in london what time is it in melbourne,datetime_convert
what is your age,general_quirky
make me a cup of coffee with salted carmel flavored cream,iot_coffee
can you book a train ticket for my mother,transport_ticket
latest movie releases,recommendation_movies
whats going on in my calendar,calendar_query
switch off the wemo plug socket,iot_wemo_off
email mom and ask how the weather is there,email_sendemail
"it's useful,, olly.",general_praise
remove alarms set for tomorrow,alarm_remove
can you elaborate me on your answers again.,general_explain
thanks but i think you have gotten me not correct.,general_negate
i need to get up at seven am,alarm_set
let's hear some indie rock okay,play_music
turn wemo plug socket off,iot_wemo_off
how is the stock going in general,qa_stock
when will by order from taco bell be delivered,takeaway_query
vacuum living room,iot_cleaning
how long will it take to get home,transport_traffic
what does apple of my eye mean,qa_definition
please delete all my calendar events,calendar_remove
access latest news,news_query
turn off my bedside lamp please,iot_hue_lightoff
what movie should i watch today,recommendation_movies
what time is it in another city,datetime_query
tell me a dad joke,tell_me_joke
what is nine time ten,qa_maths
don't let me forget i have a parent teacher conference this monday at four hundred pm,calendar_set
please turn down the volume,audio_volume_down
what's going around in the world these days,news_query
check for all the movie theater prices and availability for a newly released movie in my location,recommendation_movies
delete my eight pm alarm,alarm_remove
do we add rosemary in pasta,cooking_recipe
directions to virginia beach va,transport_query
eight am manila time is what in eastern time,datetime_convert
